时间,地区,确诊
2020-01-20,泰国,2
2020-01-20,新加坡,0
2020-01-20,马来西亚,0
2020-01-20,法国,0
2020-01-20,日本,1
2020-01-20,韩国,1
2020-01-20,美国,0
2020-01-20,越南,0
2020-01-20,尼泊尔,0
2020-01-20,澳大利亚,0
2020-01-20,加拿大,0
