Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Deaths
Hubei,Mainland China,1/24/2020 12:00 AM,549,,31,24
Guangdong,Mainland China,1/24/2020 12:00 AM,53,,2
Zhejiang,Mainland China,1/24/2020 12:00 AM,43,,1
Beijing,Mainland China,1/24/2020 12:00 AM,26,22
Shanghai,Mainland China,1/24/2020 12:00 AM,20
Hunan,Mainland China,1/24/2020 12:00 AM,24
Anhui,Mainland China,1/24/2020 12:00 AM,15,4
Chongqing,Mainland China,1/24/2020 12:00 AM,27,13
Sichuan,Mainland China,1/24/2020 12:00 AM,15,4
Shandong,Mainland China,1/24/2020 12:00 AM,9
Guangxi,Mainland China,1/24/2020 12:00 AM,13
Fujian,Mainland China,1/24/2020 12:00 AM,5,2
Jiangsu,Mainland China,1/24/2020 12:00 AM,9
Henan,Mainland China,1/24/2020 12:00 AM,9
Hainan,Mainland China,1/24/2020 12:00 AM,8,32
Tianjin,Mainland China,1/24/2020 12:00 AM,5
Jiangxi,Mainland China,1/24/2020 12:00 AM,7
Shaanxi,Mainland China,1/24/2020 12:00 AM,3
Guizhou,Mainland China,1/24/2020 12:00 AM,3
Liaoning,Mainland China,1/24/2020 12:00 AM,4
Hong Kong,Hong Kong,1/24/2020 12:00 AM,2,36
Heilongjiang,Mainland China,1/24/2020 12:00 AM,4,,,1
Macau,Macau,1/24/2020 12:00 AM,2
Xinjiang,Mainland China,1/24/2020 12:00 AM,2
Gansu,Mainland China,1/24/2020 12:00 AM,2
Yunnan,Mainland China,1/24/2020 12:00 AM,2
Taiwan,Taiwan,1/24/2020 12:00 AM,1
Shanxi,Mainland China,1/24/2020 12:00 AM,1
Jilin,Mainland China,1/24/2020 12:00 AM,3
Hebei,Mainland China,1/24/2020 12:00 AM,2,,,1
Ningxia,Mainland China,1/24/2020 12:00 AM,1
Inner Mongolia,Mainland China,1/24/2020 12:00 AM,1,2
Washington,US,1/24/2020 12:00 AM,1
,Japan,1/24/2020 12:00 AM,2
,Thailand,1/24/2020 12:00 AM,4
,South Korea,1/24/2020 12:00 AM,1
,Singapore,1/24/2020 12:00 AM,1
,Vietnam,1/24/2020 12:00 AM,2
