Province/State,Country/Region,Day,Time,Confirmed,Suspected,Recovered,Deaths,Demised
Heilongjiang,Mainland China,2020-01-31,19:00:00,59.0,,,2.0,
Hainan,Mainland China,2020-01-31,19:00:00,58.0,,1.0,1.0,
Shanxi,Mainland China,2020-01-31,19:00:00,47.0,,1.0,,
Gansu,Mainland China,2020-01-31,19:00:00,35.0,,,,
Tianjin,Mainland China,2020-01-31,19:00:00,32.0,,,,
Guizhou,Mainland China,2020-01-31,19:00:00,29.0,,2.0,,
Ningxia,Mainland China,2020-01-31,19:00:00,21.0,,1.0,,
Inner Mongolia,Mainland China,2020-01-31,19:00:00,20.0,,,,
Xinjiang,Mainland China,2020-01-31,19:00:00,17.0,,,,
Hong Kong,Hong Kong,2020-01-31,19:00:00,13.0,,,,
Taiwan,Taiwan,2020-01-31,19:00:00,10.0,,,,
Shaanxi,Mainland China,2020-01-31,19:00:00,87.0,,,,
Jilin,Mainland China,2020-01-31,19:00:00,14.0,,1.0,,
