时间,地区,确诊
2020-01-23,泰国,3
2020-01-23,新加坡,1
2020-01-23,马来西亚,0
2020-01-23,法国,0
2020-01-23,日本,2
2020-01-23,韩国,1
2020-01-23,美国,1
2020-01-23,越南,2
2020-01-23,尼泊尔,0
2020-01-23,澳大利亚,0
2020-01-23,加拿大,0
