时间,地区,确诊
2020-01-21,泰国,3
2020-01-21,新加坡,0
2020-01-21,马来西亚,0
2020-01-21,法国,0
2020-01-21,日本,1
2020-01-21,韩国,1
2020-01-21,美国,0
2020-01-21,越南,0
2020-01-21,尼泊尔,0
2020-01-21,澳大利亚,0
2020-01-21,加拿大,0
